#separator:tab
#html:true
#columns:Front	Back	Extra	Tags
#notetype:Basic
#deck:考研::运动生理学::06物质与能量代谢
#tags column:4
什么是氮平衡？	蛋白质摄入量与分解排出量之间的平衡状态。		运动生理学 物质与能量代谢 蛋白质代谢 氮平衡
哪些状态常表现为氮的正平衡？	生长发育、孕期、病后恢复和适应性训练阶段。	蛋白质合成大于分解。	运动生理学 物质与能量代谢 蛋白质代谢 氮平衡
哪些状态可能出现氮的负平衡？	饥饿、疾病或消耗过大。	蛋白质分解大于合成。	运动生理学 物质与能量代谢 蛋白质代谢 氮平衡
运动员补充蛋白质的主要目的是什么？	促进肌肉蛋白质合成、组织修复和功能适应。	不是把蛋白质作为能源储备。	运动生理学 物质与能量代谢 蛋白质补充
教材给出的运动员蛋白质摄入参考范围是多少？	约1.2–2.0克/千克体重/日，一般不宜超过2克/千克体重/日。	具体摄入仍需结合项目、总能量和个体情况。	运动生理学 物质与能量代谢 蛋白质补充
人体水分约占成人体重多少？	约60%。	细胞内液约40%，细胞外液约20%。	运动生理学 物质与能量代谢 水代谢
运动脱水如何影响循环功能？	血浆容量下降、血液浓缩、心血管负担增加。		运动生理学 物质与能量代谢 脱水 循环
运动脱水如何影响体温调节？	降低皮肤血流和出汗散热能力，使体温更易升高。		运动生理学 物质与能量代谢 脱水 体温
教材如何划分轻、中、重度脱水？	约丢失体重2%为轻度、4%为中度、6%–10%为重度。	体液丢失超过体重1%即可称脱水。	运动生理学 物质与能量代谢 脱水 分级
运动中复水的核心原则是什么？	少量多次，并根据持续时间和出汗量补充水、电解质和糖。		运动生理学 物质与能量代谢 复水 原则
长时间大强度运动为什么不能只大量喝白水？	大量出汗同时丢失钠盐，只补水可能进一步扰乱水盐平衡。	需适量补充糖盐水。	运动生理学 物质与能量代谢 复水 电解质
运动后补液量为什么应高于实际失水量？	恢复期仍会排尿和继续丢失水分，需要额外补液才能恢复水平衡。	教材建议约为失水量的150%–200%。	运动生理学 物质与能量代谢 复水 运动后
汗液中主要丢失哪些无机盐？	钠离子和氯离子。		运动生理学 物质与能量代谢 无机盐
钠、钾变化为什么会影响运动能力？	会影响膜电位、神经冲动传导和肌肉收缩。		运动生理学 物质与能量代谢 无机盐 神经肌肉
维生素是否直接为运动供能？	不直接供能。	多种维生素作为辅酶或抗氧化物参与代谢和恢复。	运动生理学 物质与能量代谢 维生素 辨析
B族维生素与运动代谢有何关系？	参与糖、脂肪等能源物质的分解供能过程。		运动生理学 物质与能量代谢 维生素
维生素C和维生素E的运动生理作用是什么？	发挥抗氧化和细胞保护作用。		运动生理学 物质与能量代谢 维生素
基础代谢的定义是什么？	人体在基础状态下维持最基本生命活动所消耗的能量。		运动生理学 物质与能量代谢 基础代谢
测定基础代谢要求哪些基础状态？	清醒、安静、空腹、室温适宜，并排除肌肉活动和精神紧张。		运动生理学 物质与能量代谢 基础代谢 条件
基础代谢率的主要影响因素有哪些？	年龄、性别、体表面积和内分泌状态等。	一般男性较高，儿童少年较高，随年龄增长下降。	运动生理学 物质与能量代谢 基础代谢 调节因素
什么是食物的生物热价？	食物在体内氧化分解释放的热量。	与体外燃烧的物理热价相区别。	运动生理学 物质与能量代谢 热价
为什么蛋白质的生物热价低于物理热价？	蛋白质在体内不能完全氧化，部分能量随尿素排出。		运动生理学 物质与能量代谢 热价 蛋白质
什么是氧热价？	某营养物质氧化时，每消耗1升氧所释放的热量。	糖的氧热价高于脂肪。	运动生理学 物质与能量代谢 氧热价
呼吸商如何计算？	呼吸商＝二氧化碳产生量÷耗氧量。		运动生理学 物质与能量代谢 呼吸商
糖和脂肪氧化时的呼吸商分别约为多少？	糖为1.00，脂肪约为0.71。	可用于间接判断糖脂供能比例。	运动生理学 物质与能量代谢 呼吸商
代谢当量主要用于什么？	表示活动强度并估算能量消耗。	常用于运动处方。	运动生理学 物质与能量代谢 代谢当量 运动处方
为什么ATP是骨骼肌收缩的直接能源？	横桥循环、钙离子转运和离子泵只能直接利用ATP高能磷酸键释放的能量。	糖、脂肪和蛋白质必须先转化为ATP。	运动生理学 物质与能量代谢 ATP
肌内ATP为什么必须不断再合成？	肌内ATP储量很少，只能维持极短时间的最大强度活动。		运动生理学 物质与能量代谢 ATP
ATP再合成主要依靠哪三个能源系统？	磷酸原系统、酵解能系统和氧化能系统。	2024上体高频。	运动生理学 物质与能量代谢 能源系统 上体高频
磷酸原系统的供能特点是什么？	不需氧、不产乳酸、供能最快，但容量最小、维持时间最短。	主要支持约6–8秒极量运动。	运动生理学 物质与能量代谢 能源系统 磷酸原
磷酸原系统主要支持哪些运动？	起跑、跳跃、投掷和短距离冲刺等极短时极大强度运动。		运动生理学 物质与能量代谢 能源系统 磷酸原 应用
酵解能系统的供能特点是什么？	无氧分解糖，供能较快、容量中等，但产生乳酸。	主要支持短时间大强度运动。	运动生理学 物质与能量代谢 能源系统 酵解
酵解能系统通常在哪类时间范围贡献突出？	约30–60秒时功率贡献突出，并可支持约2–3分钟的大强度运动。	时间范围是近似值。	运动生理学 物质与能量代谢 能源系统 酵解 应用
氧化能系统的供能特点是什么？	需氧、供能速度较慢、输出功率较低，但容量最大、维持时间最长。	主要氧化糖和脂肪，少量蛋白质。	运动生理学 物质与能量代谢 能源系统 氧化
氧化能系统主要支持哪类运动？	长时间耐力运动。		运动生理学 物质与能量代谢 能源系统 氧化 应用
为什么运动中不存在绝对单一的能源系统？	三个系统始终同时参与，只是贡献比例随强度、时间和项目特点改变。	能量连续统一体；禁止写“某项目只由某系统供能”。	运动生理学 物质与能量代谢 能源系统 辨析 上体高频
100米跑的三个能源系统如何协同？	磷酸原系统占主导，酵解和氧化系统也从运动开始即参与。	2024真题同源项目比较。	运动生理学 物质与能量代谢 能源系统 项目分析
400米跑的供能系统特点是什么？	酵解能系统贡献突出，同时有磷酸原和氧化系统参与。	不能写成纯无氧。	运动生理学 物质与能量代谢 能源系统 项目分析
马拉松的供能系统特点是什么？	氧化能系统占主导，但起跑、爬坡、变速和冲刺仍有磷酸原与酵解系统参与。	2024上体真题同源。	运动生理学 物质与能量代谢 能源系统 马拉松 上体高频
马拉松后程为什么容易因糖不足而掉速？	肌糖原和血糖下降限制快速ATP再合成，而脂肪供能速度不能完全替代糖。		运动生理学 物质与能量代谢 马拉松 疲劳
马拉松运动的代谢与内环境变化应从哪些方面分析？	糖原与血糖、脂肪动员、少量蛋白质供能、水盐丢失和体温升高。	50分项目生理题框架。	运动生理学 物质与能量代谢 马拉松 大题框架
体温由什么动态平衡决定？	机体产热与散热的动态平衡。		运动生理学 体温调节 基础
运动时人体的主要产热器官是什么？	骨骼肌。	安静时肝、脑等内脏是重要产热部位。	运动生理学 体温调节 产热
人体皮肤散热有哪四种方式？	辐射、传导、对流和蒸发。		运动生理学 体温调节 散热
剧烈运动和高温环境中的主要散热方式是什么？	汗液蒸发。	出汗不等于散热，必须发生蒸发。	运动生理学 体温调节 蒸发 辨析
高湿环境为什么增加热应激风险？	空气湿度高抑制汗液蒸发，使散热效率下降。		运动生理学 体温调节 环境
体温调节中枢主要位于哪里？	下丘脑。		运动生理学 体温调节 中枢
体温升高时机体如何增加散热？	皮肤血管舒张、皮肤血流增加和出汗增强。	调定点反馈调节。	运动生理学 体温调节 机制
体温降低时机体如何保温和产热？	皮肤血管收缩、寒战和代谢增强。		运动生理学 体温调节 机制
适度体温升高为什么有利于运动表现？	可提高神经兴奋性、降低肌肉黏滞性并改善收缩速度和血流。	解释热身意义。	运动生理学 体温调节 热身
长时间耐力运动中体温过高有什么风险？	可导致热应激、热衰竭乃至更严重热病。	需结合补液、环境和热习服控制风险。	运动生理学 体温调节 耐力运动 风险
长时间耐力运动如何降低热应激风险？	热习服、运动前中后补水补盐、改善通风着装并按温湿度调整负荷。	2023上体体温调节高频应用。	运动生理学 体温调节 耐力运动 康复应用 上体高频
28℃水中游泳时主要通过什么方式散热？	向水传导热量，并由水流对流带走热量。	水的导热性高于空气。	运动生理学 体温调节 水环境
28℃水中长时间低强度训练为何可能使体温下降？	水中散热可能超过肌肉运动产热。	机体通过皮肤血管收缩和增加代谢对抗。	运动生理学 体温调节 水环境
试述三大能源系统协同供能的答题主线？	ATP储量有限→三系统同时再合成ATP→比较速度、容量、需氧与代谢产物→按强度时间改变比例→联系具体项目和训练。	适用于50分论述。	运动生理学 物质与能量代谢 大题框架 上体高频
